respondent_id,xyz_vaccine,seasonal_vaccine
33850,0.045712262,0.060068614
33851,0.051924636,0.569421656
33852,0.879276072,0.969351383
33853,0.059899145,0.854678701
33854,0.004178636,0.009119888
33855,0.543196063,0.933905322
33856,0.020325445,0.163413989
33857,0.032668623,0.843010971
33858,0.152351864,0.55753204
33859,0.121553836,0.465487942
33860,0.026805906,0.042882543
33861,0.261601816,0.22433921
33862,0.057710162,0.735648671
33863,0.043717087,0.172467308
33864,0.182930169,0.972624609
33865,0.030856859,0.085369196
33866,0.448687115,0.496216652
33867,0.314571792,0.177504921
33868,0.051193808,0.382117701
33869,0.016136715,0.018454055
33870,0.095101922,0.306832604
33871,0.080051903,0.88066789
33872,0.237583001,0.664270581
33873,0.019161599,0.080788651
33874,0.143750856,0.212579384
33875,0.813365184,0.93746826
33876,0.010302882,0.016902914
33877,0.607604059,0.81056771
33878,0.2920218,0.658884114
33879,0.056605262,0.163896179
33880,0.042534444,0.138266017
33881,0.008930391,0.210906706
33882,0.136676978,0.466090928
33883,0.145954015,0.247580735
33884,0.197382157,0.200449234
33885,0.119069451,0.73687968
33886,0.100562869,0.268278831
33887,0.129792388,0.220579773
33888,0.185347089,0.532434598
33889,0.191977273,0.664619327
33890,0.188582226,0.421666655
33891,0.180363586,0.979260501
33892,0.501524997,0.929239213
33893,0.069167965,0.168014225
33894,0.814396537,0.958774522
33895,0.253830746,0.14620215
33896,0.248147136,0.918054831
33897,0.058482938,0.144536482
33898,0.056787672,0.497413839
33899,0.051101703,0.15590501
33900,0.067334703,0.146081638
33901,0.048682151,0.136315368
33902,0.104130496,0.739085352
33903,0.073066023,0.029896203
33904,0.157764055,0.933496416
33905,0.056289631,0.204426444
33906,0.507751556,0.396594223
33907,0.084782431,0.733747116
33908,0.035261156,0.104803498
33909,0.049713381,0.950007779
33910,0.57986676,0.62541328
33911,0.288351123,0.623868447
33912,0.087420015,0.053613545
33913,0.519947864,0.875986403
33914,0.073230872,0.375732464
33915,0.77717872,0.948730404
33916,0.60075912,0.724101101
33917,0.012883335,0.13076137
33918,0.161785631,0.199090795
33919,0.078008392,0.116523337
33920,0.810919141,0.799959285
33921,0.14301654,0.436248684
33922,0.243703083,0.650553251
33923,0.363924066,0.705657584
33924,0.075121017,0.500496946
33925,0.06573245,0.15570861
33926,0.029092716,0.765258947
33927,0.547069016,0.733729935
33928,0.042484047,0.055774486
33929,0.041464813,0.038429415
33930,0.425932732,0.76999021
33931,0.050073072,0.791905448
33932,0.270671418,0.057432491
33933,0.568932687,0.717563291
33934,0.352611255,0.926360158
33935,0.08709255,0.46987208
33936,0.113652442,0.819450285
33937,0.164495924,0.419474898
33938,0.640810936,0.928857308
33939,0.821142573,0.898860472
33940,0.064253873,0.027513585
33941,0.056669326,0.099897643
33942,0.063350609,0.20894601
33943,0.208334174,0.628830532
33944,0.046074677,0.055189869
33945,0.127938153,0.83974275
33946,0.036466956,0.870097516
33947,0.216314538,0.544697225
33948,0.084537301,0.264912972
33949,0.747969696,0.88437936
33950,0.029441448,0.077942919
33951,0.11218534,0.727660849
33952,0.012753779,0.073576174
33953,0.046100327,0.358781323
33954,0.79589378,0.928591065
33955,0.70807058,0.808410754
33956,0.006961434,0.080530128
33957,0.119807738,0.432690836
33958,0.066545219,0.064136918
33959,0.319428141,0.658002939
33960,0.034259209,0.076742718
33961,0.021783286,0.050492542
33962,0.287696335,0.935977819
33963,0.007945344,0.04613279
33964,0.009971675,0.444843753
33965,0.738855117,0.915056457
33966,0.583032427,0.697539324
33967,0.156083392,0.339998655
33968,0.367065009,0.570864576
33969,0.236834952,0.587600552
33970,0.173620922,0.593225231
33971,0.050483194,0.432462442
33972,0.240163929,0.737850816
33973,0.084279308,0.121049376
33974,0.011864041,0.047007656
33975,0.063197064,0.15588163
33976,0.193622849,0.261319075
33977,0.176444953,0.244862705
33978,0.14430335,0.469616216
33979,0.093503299,0.202954562
33980,0.032319236,0.069058214
33981,0.406022662,0.789373195
33982,0.149178926,0.521680752
33983,0.657964016,0.642811518
33984,0.124675793,0.315057853
33985,0.016559567,0.044247737
33986,0.07476723,0.230290876
33987,0.048790503,0.36443784
33988,0.38121262,0.564686545
33989,0.050469262,0.129415886
33990,0.079226059,0.947755729
33991,0.003058544,0.007437393
33992,0.079855604,0.286431801
33993,0.040521766,0.072217095
33994,0.078671519,0.133835183
33995,0.522362134,0.432136986
33996,0.334946997,0.819402316
33997,0.136026313,0.885293337
33998,0.163266015,0.28824701
33999,0.41892188,0.615780816
34000,0.150246131,0.877910111
34001,0.505615526,0.526982137
34002,0.055128892,0.919025675
34003,0.082437146,0.263263649
34004,0.890888247,0.950982637
34005,0.113520282,0.217953484
34006,0.059595928,0.184567893
34007,0.234094668,0.287478544
34008,0.305261074,0.863278325
34009,0.076606639,0.339644659
34010,0.102406775,0.205466099
34011,0.681724584,0.929026058
34012,0.313986193,0.54922773
34013,0.027292232,0.066661092
34014,0.406464038,0.884243269
34015,0.027287799,0.066714805
34016,0.111519014,0.256932306
34017,0.016456041,0.564782386
34018,0.432991325,0.301526287
34019,0.332546845,0.605163605
34020,0.047837889,0.556934362
34021,0.174647791,0.402303694
34022,0.40960248,0.888003611
34023,0.360198936,0.798661615
34024,0.013805467,0.027767813
34025,0.025124488,0.399317095
34026,0.036361574,0.671527373
34027,0.145554317,0.263547124
34028,0.208713068,0.444141634
34029,0.142438272,0.884990861
34030,0.101755709,0.43379504
34031,0.024590073,0.636723101
34032,0.508731791,0.784688378
34033,0.491729524,0.831091133
34034,0.064799004,0.194146189
34035,0.306510173,0.926928498
34036,0.396832062,0.648336247
34037,0.268820425,0.736796718
34038,0.005389191,0.038028523
34039,0.305952038,0.821686891
34040,0.210520782,0.269582514
34041,0.178557257,0.692567389
34042,0.743158069,0.983451045
34043,0.619542109,0.841730129
34044,0.025855958,0.219947805
34045,0.009029215,0.073167686
34046,0.024567358,0.123153405
34047,0.285971161,0.846798701
34048,0.186151387,0.624786575
34049,0.009422654,0.105588791
34050,0.144442452,0.325199952
34051,0.064494161,0.121285282
34052,0.092760926,0.25606641
34053,0.092356701,0.346045701
34054,0.242419451,0.072576997
34055,0.08603196,0.318316129
34056,0.189876711,0.964080839
34057,0.62986464,0.829405203
34058,0.076442534,0.202865662
34059,0.696532972,0.831170533
34060,0.248702802,0.733591751
34061,0.350938014,0.515397412
34062,0.023339759,0.604434643
34063,0.801366413,0.31628604
34064,0.22404982,0.795606713
34065,0.120847756,0.289794284
34066,0.08486734,0.595101551
34067,0.458063445,0.557417394
34068,0.007683111,0.019954071
34069,0.050584812,0.184676219
34070,0.074291649,0.142123601
34071,0.147994493,0.972603747
34072,0.279861659,0.26040226
34073,0.725725341,0.11131853
34074,0.067179792,0.953750182
34075,0.137804878,0.740426761
34076,0.0792101,0.170317066
34077,0.735354681,0.976073694
34078,0.027188914,0.118294866
34079,0.215365412,0.689985122
34080,0.115869708,0.132253417
34081,0.304573204,0.672391485
34082,0.296328977,0.062367318
34083,0.07916129,0.528151268
34084,0.060628425,0.254014077
34085,0.113508088,0.924683241
34086,0.057576425,0.25506067
34087,0.432673508,0.664362351
34088,0.053631098,0.134270504
34089,0.219876522,0.505086793
34090,0.260764305,0.076310659
34091,0.077333711,0.682722253
34092,0.114380256,0.24962829
34093,0.092707516,0.431504662
34094,0.37965008,0.704847601
34095,0.089227055,0.163885136
34096,0.072663057,0.009735912
34097,0.196107033,0.896837893
34098,0.085728396,0.117178394
34099,0.081178093,0.147923598
34100,0.353368058,0.285323567
34101,0.011339983,0.159240057
34102,0.038256035,0.095449033
34103,0.021600551,0.073541424
34104,0.026832512,0.067883425
34105,0.013048479,0.734705407
34106,0.208458587,0.398519313
34107,0.278042121,0.829662001
34108,0.10768471,0.107790501
34109,0.081853406,0.260015072
34110,0.030170069,0.025306588
34111,0.025979022,0.035072353
34112,0.148833626,0.293946766
34113,0.439691164,0.566350439
34114,0.006253665,0.017024132
34115,0.260559757,0.64040798
34116,0.525145865,0.557634509
34117,0.075111961,0.295514818
34118,0.045783071,0.148190177
34119,0.046185044,0.034090773
34120,0.0206788,0.076155538
34121,0.081003947,0.364986069
34122,0.673666759,0.834471927
34123,0.103606206,0.220850172
34124,0.551787901,0.834193346
34125,0.031381221,0.062711386
34126,0.129427349,0.310210415
34127,0.049282043,0.652261809
34128,0.160859179,0.438418399
34129,0.03528891,0.366411888
34130,0.369930588,0.841032485
34131,0.099496494,0.970399305
34132,0.103256794,0.20138539
34133,0.039224013,0.598827365
34134,0.363445581,0.825196557
34135,0.356013813,0.786790255
34136,0.056487475,0.399614671
34137,0.349323696,0.519313744
34138,0.890851916,0.676661299
34139,0.064064486,0.555257361
34140,0.113288066,0.318755477
34141,0.394904664,0.782701582
34142,0.406501719,0.521195625
34143,0.045407607,0.545234716
34144,0.74970921,0.845019384
34145,0.455214628,0.554821587
34146,0.747854289,0.837224274
34147,0.07953302,0.076071546
34148,0.259295974,0.89293608
34149,0.104150161,0.813713501
34150,0.151301794,0.969284634
34151,0.089505096,0.487740444
34152,0.149400088,0.848158436
34153,0.130624578,0.822580668
34154,0.143109039,0.290370663
34155,0.033283939,0.150772773
34156,0.054792998,0.1611277
34157,0.154641873,0.266877452
34158,0.154998115,0.717411686
34159,0.293231143,0.869564379
34160,0.047866098,0.045175028
34161,0.202535333,0.697494266
34162,0.081581298,0.291648144
34163,0.035109558,0.542247619
34164,0.076764758,0.176885958
34165,0.194593457,0.945594002
34166,0.382272844,0.549300776
34167,0.614638569,0.771774826
34168,0.141010711,0.168195529
34169,0.170171154,0.306763146
34170,0.559923547,0.743788839
34171,0.101587011,0.21988247
34172,0.054460569,0.25245253
34173,0.023585003,0.113784239
34174,0.043044169,0.344828954
34175,0.286707812,0.317616052
34176,0.136387942,0.159527047
34177,0.041602255,0.574835384
34178,0.072847457,0.086065607
34179,0.110954416,0.597647852
34180,0.089951279,0.069865673
34181,0.292510723,0.757307582
34182,0.234190068,0.245178799
34183,0.018704844,0.043824292
34184,0.151966138,0.503765235
34185,0.096172446,0.365080963
34186,0.06688034,0.172352803
34187,0.091906705,0.895222148
34188,0.183080091,0.3743563
34189,0.091028769,0.892152103
34190,0.166868557,0.273392209
34191,0.465948833,0.798470479
34192,0.413732061,0.958693266
34193,0.183705529,0.826800585
34194,0.079639176,0.07664542
34195,0.888322106,0.904344886
34196,0.022110292,0.056178961
34197,0.857477949,0.820576084
34198,0.160474024,0.492935471
34199,0.073765683,0.961744345
34200,0.322455431,0.767556495
34201,0.068214885,0.841913906
34202,0.052245478,0.853155771
34203,0.041459215,0.431557699
34204,0.026449482,0.869779761
34205,0.447669971,0.754019268
34206,0.111114213,0.4113872
34207,0.101014404,0.202771712
34208,0.105683723,0.237914465
34209,0.14054592,0.297217337
34210,0.636248858,0.820556005
34211,0.153435876,0.184975924
34212,0.027883684,0.246894984
34213,0.104100544,0.783564859
34214,0.361995356,0.875603005
34215,0.071421302,0.160504706
34216,0.257921546,0.981052779
34217,0.13619066,0.766807971
34218,0.066430777,0.813048605
34219,0.262149418,0.716821951
34220,0.371244217,0.92160473
34221,0.188461446,0.943462753
34222,0.676464274,0.495181976
34223,0.072603848,0.951975233
34224,0.096472841,0.532685351
34225,0.133527484,0.750569829
34226,0.001879455,0.025143782
34227,0.011904059,0.095096895
34228,0.0063898,0.023235015
34229,0.051494021,0.695449865
34230,0.042515334,0.471088693
34231,0.137275678,0.461719379
34232,0.075659677,0.963439543
34233,0.083405885,0.154964627
34234,0.663289495,0.909140539
34235,0.409185615,0.520330635
34236,0.082737698,0.377684806
34237,0.316194327,0.253142401
34238,0.031522277,0.146288609
34239,0.087171919,0.597004733
34240,0.037601806,0.023360486
34241,0.315224315,0.671146264
34242,0.14048723,0.171765102
34243,0.013877214,0.194405844
34244,0.343848457,0.872256731
34245,0.826833244,0.895430022
34246,0.186076331,0.799123615
34247,0.063117895,0.043415374
34248,0.123401941,0.902658322
34249,0.050074025,0.05120733
34250,0.441711726,0.676594582
34251,0.047446623,0.146670207
34252,0.703472308,0.829122908
34253,0.044628967,0.042653947
34254,0.393684835,0.627010344
34255,0.162930864,0.302559825
34256,0.151422476,0.411653208
34257,0.12977567,0.417936195
34258,0.094988182,0.342260399
34259,0.023071966,0.115897883
34260,0.140511824,0.171331385
34261,0.036775973,0.084216187
34262,0.849045265,0.895597282
34263,0.421527586,0.038290303
34264,0.136890956,0.27488456
34265,0.037078963,0.050277108
34266,0.41324545,0.712846617
34267,0.947949101,0.968402992
34268,0.049155346,0.119511881
34269,0.037706778,0.158241072
34270,0.110351204,0.415673042
34271,0.038069678,0.630080556
34272,0.040427132,0.033147371
34273,0.15777065,0.503641042
34274,0.037108532,0.206379369
34275,0.530013559,0.747072806
34276,0.36822727,0.642566824
34277,0.372304611,0.817466771
34278,0.423445032,0.298289447
34279,0.066404474,0.145077495
34280,0.005346407,0.060424404
34281,0.270850216,0.303659759
34282,0.181453091,0.571127209
34283,0.69561731,0.865270115
34284,0.051688416,0.667419374
34285,0.034202297,0.219544816
34286,0.110394418,0.506451089
34287,0.131812673,0.267070187
34288,0.620347549,0.736333869
34289,0.051990944,0.220825436
34290,0.845822259,0.932030506
34291,0.102834964,0.590771695
34292,0.098947457,0.274528106
34293,0.208613223,0.52586115
34294,0.045028761,0.194089018
34295,0.13430829,0.547889329
34296,0.060335728,0.355643302
34297,0.73007661,0.901919482
34298,0.098903274,0.685001853
34299,0.00223356,0.006589429
34300,0.064321316,0.101315151
34301,0.280702352,0.529991199
34302,0.141270333,0.695891831
34303,0.066724404,0.474913663
34304,0.091044792,0.198054962
34305,0.082652675,0.062549142
34306,0.441787473,0.612898137
34307,0.131304056,0.134784274
34308,0.018476763,0.156702732
34309,0.085300996,0.185440284
34310,0.031593343,0.128294808
34311,0.037285477,0.242220385
34312,0.083533071,0.183419171
34313,0.486299163,0.777804023
34314,0.046429568,0.127912139
34315,0.142330473,0.269915896
34316,0.774778118,0.957472078
34317,0.025442376,0.897048899
34318,0.283893469,0.788125465
34319,0.248199795,0.6964708
34320,0.150430654,0.700773126
34321,0.584755596,0.890206571
34322,0.204387882,0.48256008
34323,0.097410756,0.248097142
34324,0.571161522,0.643182966
34325,0.023821838,0.293850223
34326,0.127573151,0.227629459
34327,0.633514779,0.927127703
34328,0.077556809,0.225162046
34329,0.218575705,0.764418879
34330,0.585289514,0.879144449
34331,0.330239677,0.119263535
34332,0.385689937,0.325520117
34333,0.046407791,0.199810522
34334,0.42859546,0.337525457
34335,0.014101379,0.021596254
34336,0.046663906,0.137740698
34337,0.351418064,0.249519881
34338,0.777085878,0.964134463
34339,0.056280777,0.155908846
34340,0.103360223,0.502408723
34341,0.178542369,0.420848077
34342,0.357297642,0.672824314
34343,0.115759526,0.118844014
34344,0.222388883,0.774361402
34345,0.0802936,0.064451339
34346,0.097354955,0.100789615
34347,0.096074845,0.364203676
34348,0.100845781,0.85503379
34349,0.500670461,0.843145178
34350,0.236749023,0.441400768
34351,0.052271462,0.084877602
34352,0.224522876,0.522940599
34353,0.023749332,0.067847049
34354,0.265165691,0.264269406
34355,0.219943636,0.663580621
34356,0.550567981,0.390955349
34357,0.549709834,0.922317839
34358,0.122115136,0.470229206
34359,0.027270419,0.076031562
34360,0.111058406,0.678199153
34361,0.095795419,0.580445191
34362,0.098938098,0.28560007
34363,0.519142606,0.835179794
34364,0.211270411,0.693741861
34365,0.653371662,0.824021723
34366,0.096819528,0.75969702
34367,0.123286189,0.095430887
34368,0.106164203,0.262235743
34369,0.139282938,0.706168827
34370,0.065237472,0.368385283
34371,0.06274747,0.512065241
34372,0.015089774,0.119053206
34373,0.027333962,0.216136058
34374,0.057896189,0.838447753
34375,0.080138736,0.461311767
34376,0.123550555,0.498236921
34377,0.320836857,0.630518073
34378,0.022260193,0.932640371
34379,0.128513093,0.646214406
34380,0.098352075,0.417963438
34381,0.139068519,0.65411651
34382,0.380710112,0.837002414
34383,0.038130471,0.178001899
34384,0.164533741,0.753374051
34385,0.082037433,0.877241867
34386,0.243633932,0.875031298
34387,0.053937245,0.191887816
34388,0.243140085,0.639993649
34389,0.556238201,0.801237028
34390,0.62669013,0.976564716
34391,0.091274452,0.32857401
34392,0.069321316,0.118378183
34393,0.040699994,0.584241893
34394,0.015663735,0.036120762
34395,0.144631463,0.143213633
34396,0.121369294,0.595829425
34397,0.069628173,0.086738571
34398,0.41276482,0.420586652
34399,0.039745479,0.372816114
34400,0.935348626,0.884173838
34401,0.279380557,0.090138532
34402,0.090264509,0.100118433
34403,0.056868244,0.427990934
34404,0.030497507,0.83664775
34405,0.026732339,0.11451771
34406,0.784531019,0.868027239
34407,0.488341913,0.654730298
34408,0.077346201,0.389831762
34409,0.027332708,0.542744847
34410,0.135711668,0.850970249
34411,0.081513737,0.096017215
34412,0.169913526,0.387581658
34413,0.006148791,0.075837542
34414,0.821164614,0.932234861
34415,0.084103746,0.266199293
34416,0.161584035,0.234758337
34417,0.133680575,0.650789115
34418,0.127289227,0.46370463
34419,0.104196592,0.294864888
34420,0.071495019,0.238865282
34421,0.391572454,0.832841931
34422,0.032577854,0.120860362
34423,0.210639508,0.379476532
34424,0.085654451,0.946302441
34425,0.021243617,0.018163076
34426,0.009795535,0.013102034
34427,0.731021381,0.80018671
34428,0.111331193,0.379033289
34429,0.08827786,0.37446733
34430,0.597879457,0.392157711
34431,0.029398152,0.746195535
34432,0.072259143,0.23107769
34433,0.408545308,0.793223018
34434,0.721930516,0.846437626
34435,0.432454208,0.747883696
34436,0.210757813,0.92531694
34437,0.004459543,0.017657611
34438,0.12099477,0.44997917
34439,0.024969769,0.135525168
34440,0.159106266,0.406132865
34441,0.023099284,0.092534875
34442,0.056196215,0.511045463
34443,0.07894856,0.136798248
34444,0.092960376,0.321027484
34445,0.010403696,0.006533444
34446,0.011065897,0.024673007
34447,0.103372163,0.744696507
34448,0.042928343,0.083941887
34449,0.052267986,0.297757513
34450,0.466521652,0.783184184
34451,0.111870509,0.291053652
34452,0.663961915,0.7281838
34453,0.174597357,0.627446971
34454,0.143708563,0.317532914
34455,0.298235149,0.272098417
34456,0.150601312,0.572650975
34457,0.499061455,0.800033248
34458,0.047238721,0.629238619
34459,0.087643864,0.441685152
34460,0.408205339,0.305896077
34461,0.147804126,0.118370956
34462,0.038270958,0.119727935
34463,0.369916681,0.750193521
34464,0.054478301,0.140173759
34465,0.011958104,0.055615945
34466,0.025294912,0.067956087
34467,0.396477228,0.860395337
34468,0.653040302,0.922970411
34469,0.387028042,0.346898205
34470,0.652000018,0.925293044
34471,0.039418783,0.077350739
34472,0.738307578,0.929055939
34473,0.041873868,0.295987492
34474,0.01421914,0.726726562
34475,0.050971261,0.173189833
34476,0.256850897,0.931427751
34477,0.256308119,0.260165339
34478,0.094511875,0.643400051
34479,0.010330348,0.024168481
34480,0.077043484,0.227080567
34481,0.252184417,0.674072736
34482,0.397617358,0.659638927
34483,0.390497421,0.696534086
34484,0.067362571,0.133293507
34485,0.282565265,0.811872379
34486,0.107824666,0.258323385
34487,0.067741728,0.091299507
34488,0.10276857,0.728941821
34489,0.046491269,0.136331261
34490,0.216711197,0.898407247
34491,0.039259193,0.575054782
34492,0.078344239,0.144270986
34493,0.064659213,0.602629601
34494,0.241249515,0.774174232
34495,0.135564142,0.525444442
34496,0.252942781,0.313759414
34497,0.544702457,0.63535084
34498,0.068315035,0.175568851
34499,0.169305527,0.607911158
34500,0.058322232,0.700265661
34501,0.421770906,0.838326131
34502,0.100799371,0.167138856
34503,0.083963121,0.223951241
34504,0.110595429,0.259983982
34505,0.076997792,0.114978599
34506,0.043632555,0.090562044
34507,0.045593445,0.053026056
34508,0.111636853,0.817317069
34509,0.367422299,0.34298085
34510,0.028854335,0.788820375
34511,0.071099353,0.087546489
34512,0.051625659,0.400495731
34513,0.274611171,0.943366068
34514,0.022745949,0.711265056
34515,0.110045701,0.34840381
34516,0.122187512,0.715892009
34517,0.166341693,0.413043913
34518,0.028425696,0.319321544
34519,0.070244434,0.281813506
34520,0.113634304,0.535432879
34521,0.413276167,0.764477229
34522,0.33028044,0.793701591
34523,0.059916968,0.174575483
34524,0.276646296,0.935445105
34525,0.081433492,0.077118851
34526,0.538751342,0.124864435
34527,0.041075774,0.21740777
34528,0.368807377,0.036663308
34529,0.29840452,0.68678826
34530,0.146534925,0.469069277
34531,0.062850141,0.317556566
34532,0.04921896,0.085605776
34533,0.087701895,0.92794829
34534,0.074893953,0.214733599
34535,0.119327478,0.238524948
34536,0.067600552,0.812540819
34537,0.047251835,0.35651667
34538,0.323897216,0.60989694
34539,0.070709806,0.287723196
34540,0.024156412,0.736199831
34541,0.272405429,0.577742488
34542,0.624236575,0.556163722
34543,0.108665173,0.37844262
34544,0.023395006,0.095903163
34545,0.466557089,0.938021265
34546,0.196002941,0.396714957
34547,0.138909722,0.753537883
34548,0.093473525,0.437026963
34549,0.090298664,0.226459545
34550,0.010350558,0.384146474
34551,0.371275724,0.755763337
34552,0.0777188,0.043279348
34553,0.746786176,0.852079097
34554,0.205205342,0.166718979
34555,0.028950636,0.077598714
34556,0.081715946,0.485180674
34557,0.34010908,0.583231618
34558,0.28760041,0.724061685
34559,0.027836329,0.046813905
34560,0.075807052,0.157884719
34561,0.085767089,0.168785602
34562,0.049099047,0.083377191
34563,0.017630691,0.171463688
34564,0.1803783,0.954863195
34565,0.301597697,0.379848809
34566,0.073877643,0.875060537
34567,0.144434033,0.119455677
34568,0.060355708,0.125548591
34569,0.16985551,0.563648196
34570,0.32031072,0.63763345
34571,0.689776229,0.905291818
34572,0.229047354,0.578934578
34573,0.065282272,0.183060321
34574,0.07807403,0.228363367
34575,0.168863332,0.525911622
34576,0.317795335,0.328485155
34577,0.415618625,0.995070748
34578,0.352927362,0.839038683
34579,0.230330093,0.426893246
34580,0.037186219,0.054212313
34581,0.006406383,0.012027742
34582,0.189973469,0.467869118
34583,0.098403353,0.900145884
34584,0.199926607,0.414776014
34585,0.010367303,0.036987152
34586,0.016670136,0.066232101
34587,0.397243617,0.777859519
34588,0.166113247,0.60427092
34589,0.437058359,0.902807644
34590,0.718299938,0.889247839
34591,0.056863162,0.136949759
34592,0.195354386,0.907484091
34593,0.380294547,0.289287582
34594,0.162640471,0.088599346
34595,0.167389802,0.313658549
34596,0.58618136,0.697359189
34597,0.192845274,0.385011344
34598,0.110712558,0.121425135
34599,0.445895078,0.744286486
34600,0.39400268,0.72515783
34601,0.142915308,0.383547745
34602,0.044668184,0.193005939
34603,0.063397052,0.078690803
34604,0.079920994,0.511902023
34605,0.115674178,0.390291138
34606,0.034329108,0.131612881
34607,0.243079654,0.736802242
34608,0.375440397,0.841087326
34609,0.024493726,0.306391338
34610,0.02069839,0.017134017
34611,0.013638159,0.053839733
34612,0.03343815,0.024519238
34613,0.120693584,0.147504812
34614,0.573956957,0.836872653
34615,0.047350628,0.208155318
34616,0.337793744,0.609454745
34617,0.013866497,0.006633599
34618,0.159839461,0.56649368
34619,0.055553657,0.088479038
34620,0.50411772,0.695985085
34621,0.243219287,0.728128823
34622,0.109602458,0.281939058
34623,0.916795397,0.95750422
34624,0.330024742,0.353281439
34625,0.629817768,0.789231395
34626,0.51023944,0.728015044
34627,0.075023551,0.025129553
34628,0.13937023,0.850087373
34629,0.003117363,0.027609872
34630,0.03249524,0.153389309
34631,0.031140988,0.859808216
34632,0.04987109,0.099289325
34633,0.214966194,0.297060546
34634,0.09510965,0.477295622
34635,0.129351255,0.214596926
34636,0.661690995,0.613513885
34637,0.108581594,0.201128774
34638,0.576141749,0.729584358
34639,0.10936592,0.139184352
34640,0.073674405,0.407426919
34641,0.144294742,0.136696343
34642,0.024591118,0.711343402
34643,0.811397205,0.927313661
34644,0.278630556,0.551160309
34645,0.07031432,0.201451343
34646,0.187054925,0.449089032
34647,0.879463846,0.541622166
34648,0.101189758,0.358704959
34649,0.015530189,0.085642664
34650,0.441992723,0.571809217
34651,0.754756034,0.43340147
34652,0.148480227,0.279378227
34653,0.637200173,0.861190283
34654,0.347496885,0.640363396
34655,0.134207558,0.239715289
34656,0.122909562,0.330456566
34657,0.453386499,0.891055084
34658,0.091740418,0.768024037
34659,0.147043485,0.300904198
34660,0.104138783,0.648919202
34661,0.077558441,0.411551711
34662,0.261994911,0.55776987
34663,0.44167353,0.601483616
34664,0.266196651,0.852564268
34665,0.04777615,0.080049691
34666,0.09784371,0.303542591
34667,0.047681068,0.144493824
34668,0.137717951,0.819365261
34669,0.074155604,0.279942556
34670,0.673274521,0.759241004
34671,0.085036944,0.901280483
34672,0.131149533,0.705350929
34673,0.434704932,0.635539578
34674,0.081917589,0.090257991
34675,0.809530393,0.944837904
34676,0.566617166,0.872024259
34677,0.158078505,0.324145199
34678,0.148141911,0.979752023
34679,0.476134042,0.667499449
34680,0.322638543,0.754380894
34681,0.003889495,0.009673618
34682,0.81470504,0.572119861
34683,0.33253237,0.76504882
34684,0.136154725,0.14103472
34685,0.10513517,0.392450314
34686,0.049370461,0.291115146
34687,0.401093458,0.738515034
34688,0.044160512,0.603171639
34689,0.605757846,0.257195377
34690,0.641177879,0.659074297
34691,0.054560286,0.526196699
34692,0.726541469,0.868023342
34693,0.098810538,0.044299028
34694,0.094589204,0.417073411
34695,0.035302477,0.18860025
34696,0.085492899,0.934297821
34697,0.090520669,0.164702416
34698,0.457644872,0.287484522
34699,0.019992237,0.293037725
34700,0.195862098,0.261374843
34701,0.039730531,0.32024165
34702,0.044042516,0.247942107
34703,0.015932849,0.035223552
34704,0.049465583,0.589667553
34705,0.293405982,0.953228372
34706,0.127337104,0.675526612
34707,0.014395482,0.074102808
34708,0.054391333,0.241261661
34709,0.021231211,0.09095506
34710,0.036135564,0.023682941
34711,0.828573671,0.930187471
34712,0.363941557,0.673928388
34713,0.041051777,0.099686455
34714,0.121162808,0.081987172
34715,0.029288694,0.20108951
34716,0.463167858,0.797683748
34717,0.028603229,0.370509952
34718,0.129755961,0.326209558
34719,0.034193033,0.720739177
34720,0.246357489,0.552543447
34721,0.027779071,0.130386674
34722,0.088477395,0.083484512
34723,0.123055465,0.074292348
34724,0.686774356,0.658749083
34725,0.446054151,0.898563277
34726,0.027049635,0.101347253
34727,0.037642692,0.945006697
34728,0.07212927,0.622809594
34729,0.712868383,0.832400875
34730,0.107609702,0.140176444
34731,0.064863457,0.080195751
34732,0.025654207,0.159836189
34733,0.161946397,0.923509625
34734,0.284404882,0.674113196
34735,0.082363407,0.864325653
34736,0.014374987,0.94449153
34737,0.121429243,0.400509675
34738,0.010362343,0.049296526
34739,0.003521126,0.010097098
34740,0.032913787,0.492101354
34741,0.032409675,0.287131443
34742,0.145604946,0.711803347
34743,0.067196584,0.200856675
34744,0.139019923,0.371590615
34745,0.020232935,0.408236999
34746,0.061304801,0.246773112
34747,0.122518284,0.215855977
34748,0.624757842,0.77455299
34749,0.061940783,0.111749912
34750,0.061181724,0.733997498
34751,0.485852728,0.720461955
34752,0.426810182,0.868735143
34753,0.476294006,0.917507934
34754,0.008946615,0.178454036
34755,0.550356152,0.930813294
34756,0.633024789,0.455696663
34757,0.145179774,0.58806924
34758,0.174782513,0.595436332
34759,0.135351195,0.330384283
34760,0.775796609,0.582146665
34761,0.022585315,0.049965508
34762,0.246526538,0.898979555
34763,0.45226742,0.666367788
34764,0.008798941,0.062602491
34765,0.177568692,0.354760225
34766,0.492794884,0.970228412
34767,0.185503475,0.451292434
34768,0.563141553,0.689265068
34769,0.108974514,0.655038537
34770,0.077996792,0.537589038
34771,0.143379004,0.90614338
34772,0.347512713,0.474054697
34773,0.22235533,0.781736433
34774,0.443345112,0.785345953
34775,0.097049948,0.209947017
34776,0.17236688,0.124538765
34777,0.015780672,0.11979865
34778,0.5601263,0.538318583
34779,0.236794247,0.356987288
34780,0.199931256,0.196387485
